ppu00,_gSTZitx9Eeq1DJghJNIvAw,Extend,n_extend_1;State_1;out_t1_1;in_init_1;DO_Extend=true_1
ppu00,_gSUnqtx9Eeq1DJghJNIvAw,Retract,n_retract_1;State_1;out_t1_1;in_init_1;DO_Extend=false_1
ppu00,_9hZmotyhEeq1DJghJNIvAw,WaitingForStart,n_waitingForStart_1;State_1;out_t1_1;in_init_1;Initialized=false_1
ppu00,_9hZmpNyhEeq1DJghJNIvAw,Extending,n_extending_1;State_1;out_t2_1;in_t1_1;separator.ACT_Extend()_1
ppu00,_9hZmptyhEeq1DJghJNIvAw,Retracting,n_retracting_1;State_1;out_t3_1;in_t2_1;separator.ACT_Retract()_1
ppu00,_9hZmqNyhEeq1DJghJNIvAw,WaitingForRetracted,n_waitingForRetracted_1;State_1;out_t4_1;in_t3_1;Initialized=true_1
ppu00,_9hdQ-9yhEeq1DJghJNIvAw,NormalRun,n_normalRun_1;State_1;out_t1_1
ppu00,_9hdRBNyhEeq1DJghJNIvAw,Extending,n_extending_1;State_1;out_t1_1;out_t2_1;in_init_1;separator.ACT_Extend()_1
ppu00,_9hdRCNyhEeq1DJghJNIvAw,Error,n_error_1;State_1
ppu00,_9hdRCtyhEeq1DJghJNIvAw,Retracting,n_retracting_1;State_1;out_t2_1;in_t2_1;separator.ACT_Retract()_1
ppu00,_S222kNwFEeq1DJghJNIvAw,WaitingForStart,n_waitingForStart_1;State_1;out_t1_1;in_init_1;Initialized=false_1
ppu00,_u0x6ANwFEeq1DJghJNIvAw,Extending,n_extending_1;State_1;out_t2_1;in_t1_1;liftingCylinder.ACT_Extend()_1
ppu00,_PNXK4NwGEeq1DJghJNIvAw,Releasing,n_releasing_1;State_1;out_t3_1;in_t2_1;gripper.ACT_Release()_1
ppu00,_k0jVwNwGEeq1DJghJNIvAw,WaitingForReleased,n_waitingForReleased_1;State_1;out_t4_1;in_t3_1;Initialized=true_1
ppu00,_4SaAxNx2Eeq1DJghJNIvAw,Retracting,n_retracting_1;State_1;out_t1_1;in_init_1;liftingCylinder.Retract()_1
ppu00,_4SaAxtx2Eeq1DJghJNIvAw,Intaking,n_intaking_1;State_1;out_t2_1;out_t3_1;in_t1_1;gripper.Intake()_1
ppu00,_4SaAydx2Eeq1DJghJNIvAw,Error,n_error_1;State_1;out_t4_1;in_t3_1;liftingCylinder.ACT_Extend()_1
ppu00,_GbmeINx5Eeq1DJghJNIvAw,Retracting,n_retracting_1;State_1;out_t1_1;in_init_1;liftingCylinder.Retract()_1
ppu00,_GbmeItx5Eeq1DJghJNIvAw,Releasing,n_releasing_1;State_1;out_t2_1;in_t1_1;gripper.Release()_1
ppu00,_GbmeJNx5Eeq1DJghJNIvAw,Extending,n_extending_1;State_1;out_t3_1;in_t2_1;crane.Extend()_1
ppu00,_Ydv_i9x6Eeq1DJghJNIvAw,Extending,n_extending_1;State_1;out_t2_1;in_t1_1;liftingCylinder.Extend()_1
ppu00,_Ydv_jdx6Eeq1DJghJNIvAw,Stopping,n_stopping_1;State_1;out_t4_1;out_t6_1;in_t2_1;in_t3_1;in_t5_1;table.motor.ACT_Stop()_1
ppu00,_Ydv_j9x6Eeq1DJghJNIvAw,TurningLeft,n_turningLeft_1;State_1;out_t5_1;in_t4_1;table.motor.ACT_TurnLeft()_1
ppu00,_p0w5O9x7Eeq1DJghJNIvAw,Extending,n_extending_1;State_1;out_t2_1;in_t1_1;liftingCylinder.Extend()_1
ppu00,_p0w5Pdx7Eeq1DJghJNIvAw,Stopping,n_stopping_1;State_1;out_t4_1;out_t6_1;in_t2_1;in_t3_1;in_t5_1;table.motor.ACT_Stop()_1
ppu00,_p0w5P9x7Eeq1DJghJNIvAw,TurningRight,n_turningRight_1;State_1;out_t5_1;in_t4_1;table.motor.ACT_TurnRight()_1
ppu00,_VelGWdx_Eeq1DJghJNIvAw,Stopping,n_stopping_1;State_1;out_t1_1;in_init_1;DO_Left=false and DO_Right=false_1
ppu00,_VeoJqdx_Eeq1DJghJNIvAw,TurningLeft,n_turningLeft_1;State_1;out_t1_1;in_init_1;DO_Left=true and DO_Right=false_1
ppu00,_Veowudx_Eeq1DJghJNIvAw,TurningRight,n_turningRight_1;State_1;out_t1_1;in_init_1;DO_Left=false and DO_Right=true_1
ppu00,_QvEqedykEeq1DJghJNIvAw,Intaking,n_intaking_1;State_1;out_t1_1;in_init_1;DO_Intake=true and DO_Release=false_1
ppu00,_QvI76tykEeq1DJghJNIvAw,Releasing,n_releasing_1;State_1;out_t1_1;in_init_1;DO_Intake=false and DO_Release=true_1
ppu00,_ctHev9yBEeq1DJghJNIvAw,Initialization,n_initialization_1;State_1;out_t1_1;in_init_1;in_t3_1
ppu00,_ctHex9yBEeq1DJghJNIvAw,StackInitializing,n_stackInitializing_1;State_1;out_t1_1;in_init_1;stack.ACT_Init()_1
ppu00,_ctHe0tyBEeq1DJghJNIvAw,CraneInitializing,n_craneInitializing_1;State_1;out_t1_1;in_init_1;crane.ACT_Init()_1
ppu00,_ctHe19yBEeq1DJghJNIvAw,AutomaticOperationMode,n_automaticOperationMode_1;State_1;out_t2_1;in_t1_1
ppu00,_ctHe9dyBEeq1DJghJNIvAw,CraneTurningToStack,n_craneTurningToStack_1;State_1;out_t1_1;in_init_1;in_t8_1;crane.ACT_TurnToStack()_1
ppu00,_ctHe99yBEeq1DJghJNIvAw,StackProvidingWP,n_stackProvidingWP_1;State_1;out_t2_1;out_t4_1;in_t1_1;in_t3_1;stack.ACT_ProvideWP()_1
ppu00,_ctHe-dyBEeq1DJghJNIvAw,WaitingForWPs,n_waitingForWPs_1;State_1;out_t3_1;in_t2_1
ppu00,_ctHe-tyBEeq1DJghJNIvAw,CranePickingUpWPAtStack,n_cranePickingUpWPAtStack_1;State_1;out_t5_1;in_t4_1;crane.ACT_PickUpWP() and stack.WPSeparated=false_1
ppu00,_ctHe_NyBEeq1DJghJNIvAw,StackRetracting,n_stackRetracting_1;State_1;out_t6_1;in_t5_1;stack.separator.ACT_Retract()_1
ppu00,_ctHe_tyBEeq1DJghJNIvAw,CraneTurningToSlide,n_craneTurningToSlide_1;State_1;out_t7_1;in_t6_1;crane.ACT_TurnToRamp()_1
ppu00,_ctHfANyBEeq1DJghJNIvAw,CranePuttingDownWPSlide,n_cranePuttingDownWPSlide_1;State_1;out_t8_1;in_t7_1;crane.ACT_PutDownWP()_1
ppu00,_ctHfAtyBEeq1DJghJNIvAw,EmergencyStop,n_emergencyStop_1;State_1;out_t3_1;in_t2_1
ppu00,_ctHfC9yBEeq1DJghJNIvAw,StackRetracting,n_stackRetracting_1;State_1;out_t1_1;in_init_1;stack.separator.ACT_Retract()_1
ppu00,_ctHfHdyBEeq1DJghJNIvAw,CraneExtending,n_craneExtending_1;State_1;out_t3_1;in_t1_1;crane.liftingCylinder.ACT_Extend()_1
ppu00,_ctHfH9yBEeq1DJghJNIvAw,CraneReleasingWP,n_craneReleasingWP_1;State_1;out_t4_1;in_t2_1;crane.gripper.ACT_Release()_1
ppu00,_ctHfIdyBEeq1DJghJNIvAw,CraneStopping,n_craneStopping_1;State_1;out_t7_1;in_t6_1;crane.table.motor.ACT_Stop()_1
ppu00,_gSTZgtx9Eeq1DJghJNIvAw,init,n_init_1;Transition_1;src_Initial_1;tgt_Extend_1;guard[<OCL"_true>]_1
ppu00,_gSTZhdx9Eeq1DJghJNIvAw,t1,n_t1_1;Transition_1;src_Extend_1;tgt_FinalState_1;guard[<OCL"_DI_Extended>]_1
ppu00,_gSUnotx9Eeq1DJghJNIvAw,init,n_init_1;Transition_1;src_Initial_1;tgt_Retract_1;guard[<OCL"_true>]_1
ppu00,_gSUnpdx9Eeq1DJghJNIvAw,t1,n_t1_1;Transition_1;src_Retract_1;tgt_FinalState_1;guard[<OCL"_DI_Retracted>]_1
ppu00,_9hZmktyhEeq1DJghJNIvAw,init,n_init_1;Transition_1;src_Initial_1;tgt_WaitingForStart_1;guard[<OCL"_true>]_1
ppu00,_9hZmldyhEeq1DJghJNIvAw,t1,n_t1_1;Transition_1;src_WaitingForStart_1;tgt_Extending_1;guard[<OCL"_true>]_1
ppu00,_9hZmmNyhEeq1DJghJNIvAw,t2,n_t2_1;Transition_1;src_Extending_1;tgt_Retracting_1;guard[<OCL"_separator.DI_Extended>]_1
ppu00,_9hZmm9yhEeq1DJghJNIvAw,t3,n_t3_1;Transition_1;src_Retracting_1;tgt_WaitingForRetracted_1;guard[<OCL"_separator.DI_Retracted>]_1
ppu00,_9hZmntyhEeq1DJghJNIvAw,t4,n_t4_1;Transition_1;src_WaitingForRetracted_1;tgt_FinalState_1;guard[<Natural language"_after(t#1s)>]_1
ppu00,_9hdQ8tyhEeq1DJghJNIvAw,init,n_init_1;Transition_1;src_Initial_1;tgt_Extending_1;Empty=false and WPSeparated=false_1;guard[<OCL"_true>]_1
ppu00,_9hdQ9tyhEeq1DJghJNIvAw,t1,n_t1_1;Transition_1;src_NormalRun_1;tgt_FinalState_1
ppu00,_9hdQ99yhEeq1DJghJNIvAw,t2,n_t2_1;Transition_1;src_Retracting_1;tgt_FinalState_1;Empty=true_1;guard[<OCL"_separator.DI_Retracted>]_1
ppu00,_9hdQ_dyhEeq1DJghJNIvAw,t1,n_t1_1;Transition_1;src_Extending_1;tgt_FinalState_1;WPSeparated=true_1;guard[<OCL"_separator.DI_Extended and DI_WPAvailable>]_1
ppu00,_9hdRAdyhEeq1DJghJNIvAw,t2,n_t2_1;Transition_1;src_Extending_1;tgt_Retracting_1;guard[<OCL"_separator.DI_Extended and not DI_WPAvailable>]_1
ppu00,_aeq8gNwFEeq1DJghJNIvAw,init,n_init_1;Transition_1;src_Initial_1;tgt_WaitingForStart_1;guard[<OCL"_true>]_1
ppu00,_4xfawNwFEeq1DJghJNIvAw,t1,n_t1_1;Transition_1;src_WaitingForStart_1;tgt_Extending_1;guard[<OCL"_true>]_1
ppu00,_VzZqwNwGEeq1DJghJNIvAw,t2,n_t2_1;Transition_1;src_Extending_1;tgt_Releasing_1;guard[<OCL"_liftingCylinder.DI_Extended>]_1
ppu00,_p7wgINwGEeq1DJghJNIvAw,t3,n_t3_1;Transition_1;src_Releasing_1;tgt_WaitingForReleased_1;guard[<OCL"_not gripper.DI_TakenIn>]_1
ppu00,_5Rc3wNwGEeq1DJghJNIvAw,t4,n_t4_1;Transition_1;src_WaitingForReleased_1;tgt_FinalState_1;guard[<Natural language"_after(t#1s)>]_1
ppu00,_4SaAstx2Eeq1DJghJNIvAw,init,n_init_1;Transition_1;src_Initial_1;tgt_Retracting_1;guard[<OCL"_true>]_1
ppu00,_4SaAtdx2Eeq1DJghJNIvAw,t1,n_t1_1;Transition_1;src_Retracting_1;tgt_Intaking_1;guard[<OCL"_liftingCylinder.DI_Retracted>]_1
ppu00,_4SaAuNx2Eeq1DJghJNIvAw,t2,n_t2_1;Transition_1;src_Intaking_1;tgt_FinalState_1;WPPickedUp=true_1;guard[<OCL"_gipper.DI_TakenIn>]_1
ppu00,_4SaAvNx2Eeq1DJghJNIvAw,t3,n_t3_1;Transition_1;src_Intaking_1;tgt_Error_1;gripper.Release()_1;guard[<Natural language"_after(t#2s)>]_1
ppu00,_4SaAwNx2Eeq1DJghJNIvAw,t4,n_t4_1;Transition_1;src_Error_1;tgt_FinalState_1;guard[<OCL"_liftingCylinder.DI_Extended>]_1
ppu00,_GbmeEtx5Eeq1DJghJNIvAw,init,n_init_1;Transition_1;src_Initial_1;tgt_Retracting_1;guard[<OCL"_true>]_1
ppu00,_GbmeFdx5Eeq1DJghJNIvAw,t1,n_t1_1;Transition_1;src_Retracting_1;tgt_Releasing_1;guard[<OCL"_liftingCylinder.DI_Retracted>]_1
ppu00,_GbmeGNx5Eeq1DJghJNIvAw,t2,n_t2_1;Transition_1;src_Releasing_1;tgt_Extending_1;guard[<OCL"_not gripper.DI_TakenIn>]_1
ppu00,_GbmeG9x5Eeq1DJghJNIvAw,t3,n_t3_1;Transition_1;src_Extending_1;tgt_FinalState_1;WPPickedUp=false_1;guard[<OCL"_liftingCylinder.DI_Extended>]_1
ppu00,_Ydv_ctx6Eeq1DJghJNIvAw,init,n_init_1;Transition_1;src_Initial_1;tgt_Choice_1;guard[<OCL"_true>]_1
ppu00,_Ydv_ddx6Eeq1DJghJNIvAw,t1,n_t1_1;Transition_1;src_Choice_1;tgt_Extending_1;guard[<OCL"_not liftingCylinder.DI_Extended>]_1
ppu00,_Ydv_eNx6Eeq1DJghJNIvAw,t2,n_t2_1;Transition_1;src_Extending_1;tgt_Stopping_1;guard[<OCL"_liftingCylinder.DI_Extended>]_1
ppu00,_Ydv_e9x6Eeq1DJghJNIvAw,t3,n_t3_1;Transition_1;src_Choice_1;tgt_Stopping_1;guard[<OCL"_liftingCylinder.DI_Extended>]_1
ppu00,_Ydv_ftx6Eeq1DJghJNIvAw,t4,n_t4_1;Transition_1;src_Stopping_1;tgt_TurningLeft_1;guard[<OCL"_not table.DI_AtRamp>]_1
ppu00,_Ydv_gdx6Eeq1DJghJNIvAw,t5,n_t5_1;Transition_1;src_TurningLeft_1;tgt_Stopping_1;guard[<OCL"_table.DI_AtRamp>]_1
ppu00,_Ydv_hNx6Eeq1DJghJNIvAw,t6,n_t6_1;Transition_1;src_Stopping_1;tgt_FinalState_1;CurrentPosition=Position.Ramp_1;guard[<OCL"_table.DI_AtRamp>]_1
ppu00,_p0w5Itx7Eeq1DJghJNIvAw,init,n_init_1;Transition_1;src_Initial_1;tgt_Choice_1;guard[<OCL"_true>]_1
ppu00,_p0w5Jdx7Eeq1DJghJNIvAw,t1,n_t1_1;Transition_1;src_Choice_1;tgt_Extending_1;guard[<OCL"_not liftingCylinder.DI_Extended>]_1
ppu00,_p0w5KNx7Eeq1DJghJNIvAw,t2,n_t2_1;Transition_1;src_Extending_1;tgt_Stopping_1;guard[<OCL"_liftingCylinder.DI_Extended>]_1
ppu00,_p0w5K9x7Eeq1DJghJNIvAw,t3,n_t3_1;Transition_1;src_Choice_1;tgt_Stopping_1;guard[<OCL"_liftingCylinder.DI_Extended>]_1
ppu00,_p0w5Ltx7Eeq1DJghJNIvAw,t4,n_t4_1;Transition_1;src_Stopping_1;tgt_TurningRight_1;guard[<OCL"_not table.DI_AtStack>]_1
ppu00,_p0w5Mdx7Eeq1DJghJNIvAw,t5,n_t5_1;Transition_1;src_TurningRight_1;tgt_Stopping_1;guard[<OCL"_table.DI_AtStack>]_1
ppu00,_p0w5NNx7Eeq1DJghJNIvAw,t6,n_t6_1;Transition_1;src_Stopping_1;tgt_FinalState_1;CurrentPosition=Position.Stack_1;guard[<OCL"_table.DI_AtStack>]_1
ppu00,_VelGUtx_Eeq1DJghJNIvAw,init,n_init_1;Transition_1;src_Initial_1;tgt_Stopping_1;guard[<OCL"_true>]_1
ppu00,_VelGVdx_Eeq1DJghJNIvAw,t1,n_t1_1;Transition_1;src_Stopping_1;tgt_FinalState_1;guard[<OCL"_true>]_1
ppu00,_VeoJotx_Eeq1DJghJNIvAw,init,n_init_1;Transition_1;src_Initial_1;tgt_TurningLeft_1;guard[<OCL"_true>]_1
ppu00,_VeoJpdx_Eeq1DJghJNIvAw,t1,n_t1_1;Transition_1;src_TurningLeft_1;tgt_FinalState_1;guard[<OCL"_true>]_1
ppu00,_Veowstx_Eeq1DJghJNIvAw,init,n_init_1;Transition_1;src_Initial_1;tgt_TurningRight_1;guard[<OCL"_true>]_1
ppu00,_Veowtdx_Eeq1DJghJNIvAw,t1,n_t1_1;Transition_1;src_TurningRight_1;tgt_FinalState_1;guard[<OCL"_true>]_1
ppu00,_QvEqctykEeq1DJghJNIvAw,init,n_init_1;Transition_1;src_Initial_1;tgt_Intaking_1;guard[<OCL"_true>]_1
ppu00,_QvEqddykEeq1DJghJNIvAw,t1,n_t1_1;Transition_1;src_Intaking_1;tgt_FinalState_1;guard[<OCL"_DI_TakenIn>]_1
ppu00,_QvI74tykEeq1DJghJNIvAw,init,n_init_1;Transition_1;src_Initial_1;tgt_Releasing_1;guard[<OCL"_true>]_1
ppu00,_QvI75dykEeq1DJghJNIvAw,t1,n_t1_1;Transition_1;src_Releasing_1;tgt_FinalState_1;guard[<OCL"_not DI_TakenIn>]_1
ppu00,_ctHestyBEeq1DJghJNIvAw,init,n_init_1;Transition_1;src_Initial_1;tgt_Initialization_1;guard[<OCL"_true>]_1
ppu00,_ctHetdyBEeq1DJghJNIvAw,t1,n_t1_1;Transition_1;src_Initialization_1;tgt_AutomaticOperationMode_1;stack.panel.DO_LampGreen=true_1;guard[<OCL"_stack.Initialized and crane.Initialized>]_1
ppu00,_ctHeudyBEeq1DJghJNIvAw,t2,n_t2_1;Transition_1;src_AutomaticOperationMode_1;tgt_EmergencyStop_1;guard[<OCL"_not stack.panel.DI_NotEmergencyStop>]_1
